"","package_name","package_version","package_title"
"383","aSPC","0.1.2","An Adaptive Sum of Powered Correlation Test (aSPC) for Global
Association Between Two Random Vectors"
"384","aspect","1.0-4","A General Framework for Multivariate Analysis with Optimal
Scaling"
"385","aspi","0.2.0","Analysis of Symmetry of Parasitic Infections"
"386","aSPU","1.48","Adaptive Sum of Powered Score Test"
"387","asremlPlus","2.0-12","Augments the Use of 'ASReml-R' in Fitting Mixed Models"
"388","AssayCorrector","2.0.0","Detection and Correction of Spatial Bias in HTS Screens"
"389","assertable","0.2.4","Verbose Assertions for Tabular Data (Data.frames and
Data.tables)"
"390","assertive","0.3-5","Readable Check Functions to Ensure Code Integrity"
"391","assertive.base","0.0-7","A Lightweight Core of the 'assertive' Package"
"392","assertive.code","0.0-1","Assertions to Check Properties of Code"
"393","assertive.data","0.0-1","Assertions to Check Properties of Data"
"394","assertive.data.uk","0.0-1","Assertions to Check Properties of Strings"
"395","assertive.data.us","0.0-1","Assertions to Check Properties of Strings"
"396","assertive.datetimes","0.0-2","Assertions to Check Properties of Dates and Times"
"397","assertive.files","0.0-2","Assertions to Check Properties of Files"
"398","assertive.matrices","0.0-1","Assertions to Check Properties of Matrices"
"399","assertive.models","0.0-1","Assertions to Check Properties of Models"
"400","assertive.numbers","0.0-2","Assertions to Check Properties of Numbers"
"401","assertive.properties","0.0-4","Assertions to Check Properties of Variables"
"402","assertive.reflection","0.0-4","Assertions for Checking the State of R"
"403","assertive.sets","0.0-3","Assertions to Check Properties of Sets"
"404","assertive.strings","0.0-3","Assertions to Check Properties of Strings"
"405","assertive.types","0.0-3","Assertions to Check Types of Variables"
"406","assertr","2.0.2.2","Assertive Programming for R Analysis Pipelines"
"407","assertthat","0.2.0","Easy Pre and Post Assertions"
"408","AssetPricing","1.0-0","Optimal pricing of assets with fixed expiry date."
"409","assignPOP","1.1.3","Population Assignment using Genetic, Non-Genetic or Integrated
Data in a Machine Learning Framework"
"410","assist","3.1.3","A Suite of R Functions Implementing Spline Smoothing Techniques"
"411","ASSISTant","1.2-3","Adaptive Subgroup Selection in Group Sequential Trials"
"412","AssocAFC","1.0.1","Allele Frequency Comparison"
"413","assocInd","1.0.1","Implements New and Existing Association Indices for Constructing
Animal Social Networks"
"414","AssocTests","0.0-4","Genetic Association Studies"
"415","assortnet","0.12","Calculate the Assortativity Coefficient of Weighted and Binary
Networks"
"416","AssotesteR","0.1-10","Statistical Tests for Genetic Association Studies"
"417","aster","0.9.1","Aster Models"
"418","aster2","0.3","Aster Models"
"419","astro","1.2","Astronomy Functions, Tools and Routines"
"420","astrochron","0.7","A Computational Tool for Astrochronology"
"421","astrodatR","0.1","Astronomical Data"
"422","astroFns","4.1-0","Astronomy: time and position functions, misc. utilities"
"423","astrolibR","0.1","Astronomy Users Library"
"424","astsa","1.8","Applied Statistical Time Series Analysis"
"425","asus","1.0.0","Adaptive SURE Thresholding Using Side Information"
"426","asVPC","1.0.2","Average Shifted Visual Predictive Checks"
"427","asymLD","0.1","Asymmetric Linkage Disequilibrium (ALD) for Polymorphic Genetic
Data"
"428","asymmetry","1.2.4","Visualizing Asymmetric Data"
"429","asympTest","0.1.3","Asymptotic statistic"
"430","AsynchLong","2.0","Regression Analysis of Sparse Asynchronous Longitudinal Data"
"431","asypow","2015.6.25","Calculate Power Utilizing Asymptotic Likelihood Ratio Methods"
"432","ATE","0.2.0","Inference for Average Treatment Effects using Covariate
Balancing"
"433","AtelieR","0.24","A GTK GUI for teaching basic concepts in statistical inference,<U+000a>and doing elementary bayesian tests."
"434","atlantistools","0.4.3","Process and Visualise Output from Atlantis Models"
"435","atmcmc","1.0","Automatically Tuned Markov Chain Monte Carlo"
"436","ATmet","1.2","Advanced Tools for Metrology"
"437","AtmRay","1.31","Acoustic Traveltime Calculations for 1-D Atmospheric Models"
"438","aTSA","3.1.2","Alternative Time Series Analysis"
"439","atsd","1.0.8441","Support Querying Axibase Time-Series Database"
"440","attrCUSUM","0.1.0","Tools for Attribute VSI CUSUM Control Chart"
"441","attribrisk","0.1","Population Attributable Risk"
"442","atus","0.1","American Time Use Survey Data"
"443","AUC","0.3.0","Threshold independent performance measures for probabilistic<U+000a>classifiers."
"444","aucm","2017.3-2","AUC Maximization"
"445","AUCRF","1.1","Variable Selection with Random Forest and the Area Under the<U+000a>Curve"
"446","auctestr","1.0.0","Statistical Testing for AUC Data"
"447","audio","0.1-5","Audio Interface for R"
"448","audiolyzR","0.4-9","audiolyzR: Give your data a listen"
"449","audit","0.1-1","Bounds for Accounting Populations"
"450","augSIMEX","1.0","Analysis of Data with Mixed Measurement Error and
Misclassification in Covariates"
"451","auk","0.1.0","eBird Data Extraction and Processing with AWK"
"452","aurelius","0.8.4","Generates PFA Documents from R Code and Optionally Runs Them"
"453","AurieLSHGaussian","0.2.0","Creates a Neighbourhood Using Locality Sensitive Hashing for
Gaussian Projections"
"454","auRoc","0.1-0","Various Methods to Estimate the AUC"
"455","AUtests","0.98","Approximate Unconditional and Permutation Tests"
"456","auto.pca","0.3","Automatic Variable Reduction Using Principal Component Analysis"
"457","autoBagging","0.1.0","Learning to Rank Bagging Workflows with Metalearning"
"458","AutoDeskR","0.1.3","An Interface to the 'AutoDesk' 'API' Platform"
"459","autoencoder","1.1","Sparse Autoencoder for Automatic Learning of Representative
Features from Unlabeled Data"
"460","autoimage","2.0","Multiple Heat Maps for Projected Coordinates"
"461","automagic","0.3","Automagically Document and Install Packages Necessary to Run R
Code"
"462","automap","1.0-14","Automatic interpolation package"
"463","AutoModel","0.4.9","Automated Hierarchical Multiple Regression with Assumptions
Checking"
"464","automultinomial","1.0.0","Autologistic and Automultinomial Spatial Regression and Variable
Selection"
"465","Autoplotprotein","1.1","Development of Visualization Tools for Protein Sequence"
"466","autopls","1.3","Partial Least Squares Regression with Backward Selection of
Predictors"
"467","AutoregressionMDE","1.0","Minimum Distance Estimation in Autoregressive Model"
"468","AutoSEARCH","1.5","General-to-Specific (GETS) Modelling"
"469","autoSEM","0.1.0","Performs Specification Search in Structural Equation Models"
"470","autothresholdr","0.6.0","An R Port of the 'ImageJ' Plugin 'Auto Threshold'"
"471","autovarCore","1.0-0","Automated Vector Autoregression Models and Networks"
"472","available","1.0.0","Check if the Title of a Package is Available, Appropriate and
Interesting"
"473","averisk","1.0.3","Calculation of Average Population Attributable Fractions and
Confidence Intervals"
"474","aVirtualTwins","1.0.0","Adaptation of Virtual Twins Method from Jared Foster"
"475","AWR","1.11.189","'AWS' Java 'SDK' for R"
"476","AWR.Athena","1.1.0-1","'AWS' Athena 'DBI' Wrapper"
"477","AWR.Kinesis","1.7.3","Amazon 'Kinesis' Consumer Application for Stream Processing"
"478","AWR.KMS","0.1","A Simple Client to the 'AWS' Key Management Service"
"479","aws","1.9-6","Adaptive Weights Smoothing"
"480","aws.alexa","0.1.4","Client for the Amazon Alexa Web Information Services API"
"481","aws.cloudtrail","0.1.5","AWS CloudTrail Client Package"
"482","aws.ec2metadata","0.1.2","Get EC2 Instance Metadata"
"483","aws.iam","0.1.7","AWS IAM Client Package"
"484","aws.lambda","0.1.6","AWS Lambda Client Package"
"485","aws.polly","0.1.2","Client for AWS Polly"
"486","aws.s3","0.3.3","AWS S3 Client Package"
"487","aws.ses","0.1.4","AWS SES Client Package"
"488","aws.signature","0.3.5","Amazon Web Services Request Signatures"
"489","aws.sns","0.1.7","AWS SNS Client Package"
"490","aws.sqs","0.1.10","AWS SQS Client Package"
"491","awsjavasdk","0.2.0","Boilerplate R Access to the Amazon Web Services ('AWS') Java SDK"
"492","awsMethods","1.0-4","Class and Methods Definitions for Packages 'aws', 'adimpro',
'fmri', 'dwi'"
"493","awspack","0.1.6","Amazon Web Services Bundle Package"
"494","aylmer","1.0-11","A generalization of Fisher's exact test"
"495","AzureML","0.2.14","Interface with Azure Machine Learning Datasets, Experiments and
Web Services"
"496","B2Z","1.4","Bayesian Two-Zone Model"
"497","b6e6rl","1.1","Adaptive differential evolution, b6e6rl variant"
"498","babar","1.0","Bayesian Bacterial Growth Curve Analysis in R"
"499","babel","0.3-0","Ribosome Profiling Data Analysis"
"500","BaBooN","0.2-0","Bayesian Bootstrap Predictive Mean Matching - Multiple and
Single Imputation for Discrete Data"
"501","babynames","0.3.0","US Baby Names 1880-2015"
"502","BACA","1.3","Bubble Chart to Compare Biological Annotations by using DAVID"
"503","BacArena","1.6","Modeling Framework for Cellular Communities in their
Environments"
"504","BACCO","2.0-9","Bayesian Analysis of Computer Code Output"
"505","BACCT","1.0","Bayesian Augmented Control for Clinical Trials"
"506","backblazer","0.1.0","Bindings to the Backblaze B2 API"
"507","backpipe","0.1.8.1","Backward Pipe Operator"
"508","backports","1.1.2","Reimplementations of Functions Introduced Since R-3.0.0"
"509","backShift","0.1.4.2","Learning Causal Cyclic Graphs from Unknown Shift Interventions"
"510","backtest","0.3-4","Exploring Portfolio-Based Conjectures About Financial
Instruments"
"511","backtestGraphics","0.1.6","Interactive Graphics for Portfolio Data"
"512","BACprior","2.0","Choice of the Hyperparameter Omega in the Bayesian Adjustment<U+000a>for Confounding (BAC) Algorithm"
"513","bacr","1.0.1","Bayesian Adjustment for Confounding"
"514","badgecreatr","0.1.0","Create Badges for 'Travis', 'Repostatus' 'Codecov.io' Etc in
Github Readme"
"515","badger","0.0.2","Badge for R Package"
"516","BAEssd","1.0.1","Bayesian Average Error approach to Sample Size Determination"
"517","Bagidis","1.0","BAses GIving DIStances"
"518","bagRboostR","0.0.2","Ensemble bagging and boosting classifiers"
"519","bairt","0.1.1","Bayesian Analysis of Item Response Theory Models"
"520","baitmet","1.0.1","Library Driven Compound Profiling in Gas Chromatography - Mass
Spectrometry Data"
"521","BalanceCheck","0.1","Balance Check for Multiple Covariates in Matched Observational
Studies"
"522","BalancedSampling","1.5.2","Balanced and Spatially Balanced Sampling"
"523","BALCONY","0.1.8","Better ALignment CONsensus analYsis"
"524","ballr","0.1.1","Access to Current and Historical Basketball Data"
"525","BaM","1.0.1","Functions and Datasets for Books by Jeff Gill"
"526","BAMBI","1.1.1","Bivariate Angular Mixture Models"
"527","bamboo","0.9.19","Protein Secondary Structure Prediction Using the Bamboo Method"
"528","bamdit","3.1.0","Bayesian Meta-Analysis of Diagnostic Test Data"
"529","bamlss","0.1-2","Bayesian Additive Models for Location Scale and Shape (and
Beyond)"
"530","BAMMtools","2.1.6","Analysis and Visualization of Macroevolutionary Dynamics on
Phylogenetic Trees"
"531","bandit","0.5.0","Functions for simple A/B split test and multi-armed bandit<U+000a>analysis"
"532","BANFF","2.0","Bayesian Network Feature Finder"
"533","bang","1.0.0","Bayesian Analysis, No Gibbs"
"534","bannerCommenter","0.1.0","Make Banner Comments with a Consistent Format"
"535","BANOVA","1.0.0","Hierarchical Bayesian ANOVA Models"
"536","banR","0.2.0","R Client for the BAN API"
"537","banxicoR","0.9.0","Download Data from the Bank of Mexico"
"538","bapred","1.0","Batch Effect Removal and Addon Normalization (in Phenotype
Prediction using Gene Data)"
"539","BaPreStoPro","0.1","Bayesian Prediction of Stochastic Processes"
"540","BarBorGradient","1.0.5","Function Minimum Approximator"
"541","barcode","1.1","Barcode distribution plots"
"542","BarcodingR","1.0-2","Species Identification using DNA Barcodes"
"543","Barnard","1.8","Barnard's Unconditional Test"
"544","BART","1.3","Bayesian Additive Regression Trees"
"545","bartMachine","1.2.3","Bayesian Additive Regression Trees"
"546","bartMachineJARs","1.0","bartMachine JARs"
"547","Barycenter","1.2","Regularized Wasserstein Distances and Barycenters"
"548","BAS","1.4.7","Bayesian Variable Selection and Model Averaging using Bayesian
Adaptive Sampling"
"549","basad","0.2.0","Bayesian Variable Selection with Shrinking and Diffusing Priors"
"550","base64","2.0","Base64 Encoder and Decoder"
"551","base64enc","0.1-3","Tools for base64 encoding"
"552","base64url","1.2","Fast and URL-Safe Base64 Encoder and Decoder"
"553","baseballDBR","0.1.2","Sabermetrics and Advanced Baseball Statistics"
"554","basefun","0.0-39","Infrastructure for Computing with Basis Functions"
"555","baseline","1.2-1","Baseline Correction of Spectra"
"556","basictabler","0.1.0","Construct Rich Tables for Output to 'HTML'/'Excel'"
"557","BASiNET","0.0.2","Classification of mRNA and lncRNA Sequences using Complex
Network Theory"
"558","BASIX","1.1","BASIX: An efficient C/C++ toolset for R."
"559","BASS","0.2.2","Bayesian Adaptive Spline Surfaces"
"560","BaSTA","1.9.4","Age-Specific Survival Analysis from Incomplete
Capture-Recapture/Recovery Data"
"561","bastah","1.0.7","Big Data Statistical Analysis for High-Dimensional Models"
"562","BAT","1.5.6","Biodiversity Assessment Tools"
"563","batade","0.1","HTML reports and so on"
"564","batch","1.1-4","Batching Routines in Parallel and Passing Command-Line Arguments<U+000a>to R"
"565","BatchExperiments","1.4.2","Statistical Experiments on Batch Computing Clusters"
"566","BatchGetSymbols","1.2","Downloads and Organizes Financial Data for Multiple Tickers"
"567","BatchJobs","1.7","Batch Computing with R"
"568","BatchMap","1.0.2.0","Software for the Creation of High Density Linkage Maps in
Outcrossing Species"
"569","batchmeans","1.0-3","Consistent Batch Means Estimation of Monte Carlo Standard Errors"
"570","batchtools","0.9.8","Tools for Computation on Batch Systems"
"571","BaTFLED3D","0.2.11","Bayesian Tensor Factorization Linked to External Data"
"572","batman","0.1.0","Convert Categorical Representations of Logicals to Actual
Logicals"
"573","batteryreduction","0.1.1","An R Package for Data Reduction by Battery Reduction"
"574","BayClone2","1.1","Bayesian Feature Allocation Model for Tumor Heterogeneity"
"575","bayesAB","1.1.0","Fast Bayesian Methods for AB Testing"
"576","BayesBD","1.2","Bayesian Inference for Image Boundaries"
"577","BayesBinMix","1.4.1","Bayesian Estimation of Mixtures of Multivariate Bernoulli
Distributions"
"578","bayesbio","1.0.0","Miscellaneous Functions for Bioinformatics and Bayesian
Statistics"
"579","bayesboot","0.2.1","An Implementation of Rubin's (1981) Bayesian Bootstrap"
"580","BayesBridge","0.6","Bridge Regression"
"581","bayesCL","0.0.1","Bayesian Inference on a GPU using OpenCL"
"582","BayesCombo","1.0","Bayesian Evidence Combination"
"583","BayesComm","0.1-2","Bayesian Community Ecology Analysis"
"584","bayescount","0.9.99-5","Power Calculations and Bayesian Analysis of Count Distributions
and FECRT Data using MCMC"
"585","BayesCR","2.1","Bayesian Analysis of Censored Regression Models Under Scale
Mixture of Skew Normal Distributions"
"586","BayesDA","2012.04-1","Functions and Datasets for the book ""Bayesian Data Analysis"""
"587","bayesDccGarch","2.0","The Bayesian Dynamic Conditional Correlation GARCH Model"
"588","BAYESDEF","0.1.0","Bayesian Analysis of DSD"
